query,_id,total_purchases,add_to_cart_count,total_click_count,one_day_revenue,three_day_revenue,five_day_revenue
a-line yellow dress pleated,68908336_1,25,38,140,186.96,584.25,584.25
a.l.c. a-line black dress,91369584_0,18,38,112,0.0,196.13,320.94
a.l.c. black sheath dress,90593813_0,13,33,82,229.71,229.71,229.71
a.l.c. dress black a-line,91369584_0,45,102,175,374.43,802.35,802.35
a.l.c. sheath black dress,90593813_0,81,88,163,653.79,653.79,1431.27
abbie beige sequin dress,88829799_0,143,106,155,2162.7,2162.7,3474.9
abbie beige sequin flare,88829799_0,40,63,172,194.4,194.4,972.0
abbie crop blue chino,90068012_0,4,64,97,114.24,114.24,114.24
abbie flare beige dress,88829799_0,19,128,194,145.8,145.8,461.7
abigail black dress,80753122_0,54,123,212,347.7,1228.54,1251.72
abigail dress black,80753122_0,27,116,151,115.9,463.6,625.86
about dress us white,91428634_0,32,39,73,264.45,264.45,564.16
about us white dress,91428634_0,7,37,138,70.52,88.15,123.41
about yellow mini dress,89133892_1,11,34,70,35.32,194.26,194.26
abstract belted dress a-line,67980568_0,42,54,56,80.64,846.72,846.72
abstract black dress,88303473_0,26,130,173,0.0,408.98,408.98
abstract blue floral-print dress,88779101_0,16,76,107,73.08,292.32,292.32
abstract brown belted a-line,67980568_0,16,29,78,322.56,322.56,322.56
abstract dress beige crocheted,89450391_0,80,78,156,783.36,783.36,1958.4
abstract dress crocheted beige,89450391_0,8,21,53,122.4,195.84,195.84
abstract dress maxi natural,90731720_0,52,105,120,501.38,501.38,1185.08
abstract dress print sadie,89737595_0,8,27,91,137.2,137.2,137.2
abstract dress sheath multicolor,91378480_0,10,31,191,46.3,231.5,231.5
abstract dress women's geo,91312774_0,44,105,184,652.74,652.74,870.32
abstract flare fit green,91103707_0,40,76,164,785.6,785.6,785.6
abstract geo dress women's,91312774_0,18,42,138,39.56,356.04,356.04
abstract geo jacquard women's,91312774_0,56,151,169,435.16,435.16,1107.68
abstract green camo body-con,91072386_0,6,23,165,67.48,67.48,101.22
abstract maxi print insert,91166903_0,51,115,117,603.12,603.12,1098.54
abstract multicolor dress colorblock,91328628_0,12,64,152,22.54,270.48,270.48
abstract multicolor dress print,90429056_0,26,70,99,45.8,595.4,595.4
abstract multicolor print dress,89438271_1,94,112,138,2069.25,2185.5,2185.5
abstract orange izabel print,91436744_0,98,101,109,1350.8,1350.8,2406.88
abstract print mini blue,90325888_0,22,87,98,289.92,289.92,531.52
abstract print orange izabel,91436744_0,12,43,81,0.0,196.48,294.72
abstract shift multicolor dress,90429056_0,111,166,180,2541.9,2541.9,2541.9
abstract shift multicolor metallic,90429056_0,10,29,151,206.1,206.1,229.0
abstract shirt blue dress,88280645_0,29,56,64,221.87,584.93,584.93
abstract women's dress black,91312774_0,73,104,154,672.52,1265.92,1443.94
abstract women's gray,91299616_0,32,127,173,0.0,580.16,580.16
abstract-print a-line gray dress,89071573_0,16,32,106,250.92,334.56,334.56
abstract-print dress gray a-line,89071573_0,18,44,51,250.92,250.92,376.38
abstract-print multicolor dress mini,74303251_0,27,29,199,358.68,358.68,461.16
abstract-print multicolor mini dress,74303251_0,81,106,196,1195.6,1195.6,1383.48
aconcagua black vest down,91409475_0,24,61,146,601.23,601.23,687.12
aconcagua down black vest,91409475_0,53,121,125,773.01,1517.39,1517.39
aconcagua down vest black,91409475_0,12,54,125,343.56,343.56,343.56
active cropped pants blue,90421634_0,119,169,183,815.85,815.85,2623.95
active gabby pants seamless,90401325_0,33,56,145,787.05,787.05,787.05
active pants black performance,89158158_0,6,30,131,84.76,84.76,127.14
active pants cropped black,89158158_0,30,40,128,360.23,635.7,635.7
active pants seamless capri,90401325_0,114,121,167,2718.9,2718.9,2718.9
addison beige stretch crop,51483471_0,23,104,137,210.0,240.0,345.0
addison black pants crop,87950664_0,108,91,194,1869.21,1869.21,2925.72
adele dress maxi bias,90834765_0,17,25,165,230.01,230.01,355.47
adele dress shift blue,84169360_0,61,221,286,651.7,837.9,1135.82
adele shift blue dress,84169360_0,50,106,145,316.54,316.54,931.0
adidas capris stellasport blue,89397226_0,11,79,132,36.02,180.1,198.11
admiral white crepe culottes,88295807_0,6,48,135,61.77,123.54,123.54
adrianna one-shoulder chiffon dress,83757920_0,50,65,115,770.56,770.56,1204.0
air slim black pants,91209602_0,31,115,190,117.25,656.6,726.95
alana blue dress mini,90070998_0,76,124,179,44.78,1701.64,1701.64
alana dress red,88843229_0,60,61,104,855.7,855.7,1194.0
alana red dress,88843229_0,52,224,249,696.5,736.3,1034.8
alani tie natural trousers,89617949_0,13,20,163,164.25,164.25,237.25
alani trousers turn up,89615125_0,22,80,99,224.2,224.2,493.24
aldridge cutout dress red,91057555_0,8,24,55,0.0,144.8,144.8
aldridge dress cutout red,91057555_0,34,82,318,253.4,506.8,615.4
aldridge dress red cutout,91057555_0,35,49,64,235.3,235.3,633.5
aldridge red dress cutout,91057555_0,76,181,248,217.2,1194.6,1375.6
alex mini dress multicolor,90158544_0,53,66,165,63.39,1119.89,1119.89
alexa faux multicolor suede,91327735_0,29,104,209,793.73,793.73,793.73
alexa multicolor faux vest,91327735_0,44,119,120,1067.43,1067.43,1204.28
alexis beige tunic,89054562_1,8,24,194,89.65,89.65,143.44
alexis dress blue,89732776_0,24,91,137,398.64,398.64,398.64
alexis tunic beige,89054562_1,78,111,114,735.13,735.13,1398.54
ali crop black pant,89002888_0,32,53,54,521.75,521.75,667.84
ali crop pant black,89002888_0,26,47,80,417.4,417.4,542.62
ali maxi dress bandeau,89975725_0,76,168,190,161.4,161.4,1226.64
ali pant white crop,88893471_0,9,61,88,251.01,251.01,251.01
alice a-line silk blue,91313413_0,51,64,80,644.64,910.08,966.96
alice a-line silk dress,91313413_0,13,28,159,246.48,246.48,246.48
alice jacket natural you,91390785_0,24,87,113,500.6,500.6,600.72
alice jacket sleeveless you,91372993_1,36,98,188,941.76,941.76,941.76
alice lace black you,91335131_0,8,44,149,90.18,120.24,120.24
alice maxi dress oversized,91211980_0,10,21,94,193.1,193.1,193.1
alice sleeveless print green,91337063_0,11,105,162,90.78,166.43,166.43
alice you camel sleeveless,91390785_0,20,125,177,75.09,300.36,500.6
alina plus wash jeggings,88294119_0,24,27,97,624.24,624.24,624.24
aline black dress,90329272_0,12,45,85,94.74,189.48,189.48
aline dress black,90329272_0,99,136,233,1231.62,1531.63,1563.21
aline scallop dress mini,89929640_0,12,27,74,30.66,183.96,183.96
all black cold shoulder,89661740_1,45,65,113,709.2,797.85,797.85
all black lace nights,90871239_0,22,43,64,266.5,266.5,451.0
all black one dress,91318132_0,60,86,134,0.0,933.0,933.0
all black shift dress,91233894_1,46,86,115,742.2,742.2,1138.04
all blue short print,91037849_0,74,177,188,1649.46,1649.46,1649.46
all boutique over shift,89667189_0,8,22,98,89.04,178.08,178.08
all boutique sequin silver,89666338_0,68,119,166,715.11,715.11,1473.56
all dress black,91395012_0,77,182,244,1146.0,1146.0,1176.56
all dress cross over,91428178_0,58,115,147,557.76,1347.92,1347.92
all dress green rise,90698599_0,14,45,57,168.56,252.84,294.98
all dress lace over,91436677_0,77,155,195,1295.74,1348.27,1348.27
all dress over gold,76168031_0,12,51,65,121.26,242.52,242.52
all dress pencil gray,91255110_0,14,43,97,326.06,326.06,326.06
all dress pink mini,91107364_0,16,52,143,123.04,246.08,246.08
all eyes cropped me,88248927_0,44,72,146,576.64,576.64,746.24
all flex outdoor pants,88387051_0,40,111,195,582.14,895.6,895.6
all lace over dress,91436677_0,15,20,72,210.12,210.12,262.65
all leggings cropped me,88248927_0,8,29,160,50.88,135.68,135.68
all maxi rise dress,90699210_0,4,22,62,40.38,40.38,80.76
all midi over panelled,90912959_0,23,79,200,177.76,371.68,371.68
all mini green dress,90698599_0,18,95,176,231.77,379.26,379.26
all multicolor maxi rise,91103407_0,125,163,188,1793.23,1793.23,2176.25
all multicolor petite over,91255264_0,38,181,200,567.0,861.84,861.84
all one black dress,91318132_0,81,148,191,1259.55,1259.55,1259.55
all out multicolor dress,91039120_0,48,35,83,659.2,659.2,988.8
all over lace dress,90912959_0,19,34,59,226.24,274.72,307.04
all over silver bodycon,89666338_0,64,78,99,1148.51,1148.51,1386.88
all plunge over mesh,88270327_1,45,55,87,99.28,322.66,1116.9
all rise dress mini,90698599_0,11,56,63,231.77,231.77,231.77
all rise green dress,90698599_0,63,81,109,884.94,1327.41,1327.41
all rise minidress green,90953551_0,17,64,69,348.74,423.47,423.47
all rise multicolor dress,90699210_0,22,33,79,343.23,403.8,444.18
all shift sequin boutique,89667189_0,23,29,61,489.72,511.98,511.98
all short print over,91037849_0,49,107,192,1092.21,1092.21,1092.21
all skater lace dress,90268935_0,51,68,127,672.84,1057.32,1225.53
all swing cold lace,89661740_1,6,41,115,0.0,106.38,106.38
all swing over dress,89661595_0,64,80,115,914.34,1393.28,1393.28
all-weather multicolor quilted vest,91420597_0,52,71,114,1417.78,1798.16,1798.16
all-weather vest gray quilted,91422535_0,9,27,71,63.54,190.62,285.93
all-weather vest multicolor quilted,91420597_0,24,28,93,829.92,829.92,829.92
allover dress mesh pink,74731108_1,15,26,184,182.28,227.85,227.85
allover mesh pink mini,74731108_1,80,81,133,91.14,440.51,1215.2
allover print split dress,91298787_0,35,58,134,620.9,620.9,620.9
allover red print neck,91298787_0,30,60,78,372.54,372.54,532.2
allover red split dress,91298787_0,11,68,105,124.18,124.18,195.14
allover split neck print,91298787_0,25,58,98,283.84,283.84,443.5
amanda multicolor short dress,90742993_0,37,49,104,637.88,637.88,637.88
amanda short multicolor sleeve,90742993_0,29,40,53,465.48,499.96,499.96
amara culottes woven tailored,89609991_1,21,34,115,317.57,490.79,606.27
amara tailored woven black,89609991_1,32,50,91,490.79,490.79,923.84
amber black sequin a-line,89296704_0,23,67,191,76.88,288.3,442.06
amber dress sequin black,89296704_0,41,43,55,422.84,788.02,788.02
amber dress sleeve swing,90226196_0,21,28,108,264.42,264.42,427.14
amber swing short sleeve,90226196_0,17,39,64,223.74,223.74,345.78
amelia blue dress,91437254_0,32,35,69,632.32,632.32,632.32
amelia dress blue,91437254_0,20,45,100,256.88,256.88,395.2
amelia dress maxi black,90641006_0,105,106,113,1849.05,1849.05,1849.05
amelia dress swing strappy,91278864_0,33,91,99,507.36,507.36,797.28
amelia multicolor strappy dress,91384495_0,47,73,134,840.36,840.36,840.36
amelia ruffle floral back,90641006_0,80,157,194,1232.7,1232.7,1408.8
amelia strappy dress multicolor,91325458_0,57,58,146,623.16,623.16,986.67
amelia strappy multicolor dress,91384495_0,61,144,184,89.4,1090.68,1090.68
amelia twill ankle bay,84146802_0,15,116,132,366.47,422.85,422.85
amelie blue dress,91045794_1,28,59,159,410.97,605.64,605.64
amelie lace mock multicolor,90353385_0,14,24,86,152.28,152.28,236.88
amelie multicolor dress,91059181_0,16,37,101,318.72,318.72,318.72
amelie multicolor dress tapework,90811431_0,57,46,79,521.11,521.11,958.17
amelie pleat dress white,89477876_0,39,91,199,736.32,736.32,736.32
amelie purple sheath dress,89057720_0,44,87,302,307.04,844.36,844.36
amelie sheath purple dress,89057720_0,19,29,124,230.28,230.28,364.61
amelie wedding dress multicolor,90811431_0,28,63,106,353.01,470.68,470.68
amy beach transparent dress,89604314_0,12,43,66,33.94,118.79,203.64
amy black dress button,89666457_0,11,76,151,82.0,225.5,225.5
amy dress maxi back,91266070_0,22,61,95,290.68,290.68,491.92
amy long maxi sleeve,89636332_1,41,30,118,358.24,358.24,917.99
amy plunge neck purple,89636332_1,35,62,146,604.53,604.53,783.65
amy plunge sleeve square,89636332_1,71,170,176,1589.69,1589.69,1589.69
amy strappy gray back,91276253_0,90,141,175,1242.88,1242.88,1747.8
angel black swing dress,90368409_0,12,72,143,137.04,137.04,274.08
angel insert sleeve dress,91006982_0,22,81,82,242.5,242.5,533.5
angel lace dropped-waist dress,91193563_0,6,30,51,65.49,65.49,130.98
angel lace maxi multicolor,91006982_0,14,59,148,339.5,339.5,339.5
angel lace red dropped-waist,91193563_0,16,24,184,261.96,349.28,349.28
angel trapeze purple mini,75413489_0,15,132,172,118.1,118.1,354.3
anglaise black dress embellished,90915971_0,28,80,112,183.04,572.0,640.64
anglaise red dress broderie,89087760_0,64,97,110,743.7,1264.29,1586.56
anglaise red dress shirt,89087760_0,22,42,72,74.37,396.64,545.38
animal pants stretch-cotton dropped-crotch,86427987_0,14,26,112,28.86,404.04,404.04
animal print dress multicolor,90646572_0,22,37,132,282.78,282.78,345.62
animal print multicolor dress,90646572_0,11,159,172,94.26,94.26,172.81
animal shift black dress,91336612_0,133,131,169,1255.52,1255.52,2197.16
animal silk shirtdress,88320637_0,26,42,107,298.61,298.61,597.22
animal wool print merino,91212623_0,33,141,200,500.5,500.5,635.25
anja capri beige traveler,77397166_0,81,77,130,1262.76,1262.76,2005.56
anja capri black traveler,86955745_2,30,94,172,611.28,738.63,764.1
ankle amelia sky denim,88060939_0,44,53,55,323.0,391.0,748.0
ankle beige pants cuffed,89718809_0,15,48,129,294.6,294.6,294.6
ankle beige pants side-zip,89489467_0,8,28,152,18.78,150.24,150.24
ankle black clarissa petite,88197118_0,2,99,124,23.46,46.92,46.92
ankle black kate pants,83252828_0,16,31,114,470.08,470.08,470.08
ankle black petite pants,90235305_0,39,83,99,1098.2,1098.2,1127.1
ankle black petite pants,90402368_0,91,112,140,1141.7,1141.7,2120.3
ankle black plus pants,90359739_0,62,175,176,1296.42,1296.42,1296.42
ankle black slim-leg only,90359739_0,28,52,78,480.93,585.48,585.48
ankle black wool stretch,89800594_0,17,20,87,188.56,400.69,400.69
ankle blue fray looker,77861235_0,10,66,142,36.28,72.56,181.4
ankle blue jasmine rolled,90133463_0,36,75,125,311.64,801.36,801.36
ankle blue pants satin,86494687_0,54,63,164,637.13,1186.38,1186.38
ankle blue pants skinny,90279206_0,18,122,193,365.04,365.04,365.04
ankle blue relaxed flared,89229422_0,22,41,89,70.16,385.88,385.88
ankle blue slim pants,87879462_0,51,177,178,1226.23,1226.23,1330.59
ankle courtney pants blue,88276709_0,20,37,51,350.64,350.64,584.4
ankle crepe pants gray,90257183_0,12,43,153,353.16,353.16,353.16
ankle crepe slim stretch,89430339_0,11,53,67,195.03,195.03,195.03
ankle cuff rachel roll,87713071_0,26,47,120,453.6,453.6,491.4
ankle cuff roll brown,87713068_0,25,68,79,204.24,204.24,425.5
ankle dayna natural pants,88321780_0,32,36,54,890.24,890.24,890.24
ankle dayna pants natural,88321780_0,55,76,181,139.1,139.1,1530.1
ankle devin pants eyelet,87962684_0,52,100,160,720.39,720.39,1135.16
ankle everyday eyelet devin,87962684_0,25,89,160,545.75,545.75,545.75
ankle flared pants relaxed,89232757_0,45,111,163,787.2,885.6,885.6
ankle flared white relaxed,89232757_0,17,38,50,196.8,196.8,334.56
ankle gray cotton organic,88975489_0,16,57,115,291.6,315.9,388.8
ankle gray petites pants,90351893_0,65,186,191,1453.48,1453.48,1628.9
ankle green amelia bay,84146802_0,6,54,157,112.76,112.76,169.14
ankle jamie natural stretch,88752057_0,6,30,170,47.02,141.06,141.06
ankle jamie pants blue,89225451_0,13,60,137,126.15,327.99,327.99
ankle jeans slim-leg coated,73122816_0,76,152,193,964.8,1527.6,1527.6
ankle length pants pink,90401587_0,21,36,61,387.18,387.18,451.71
ankle macy's pants only,91062915_0,22,174,197,318.48,318.48,583.88
ankle multicolor hem straight,88568155_0,10,22,139,177.84,222.3,222.3
ankle natural cargo pant,91008460_0,57,71,84,1168.5,1168.5,1168.5
ankle only pants tummy,88227773_0,32,86,99,718.2,743.85,820.8
ankle pant pull-on beige,70807255_1,10,36,196,105.6,105.6,211.2
ankle pant skinnylicious white,88091968_0,9,57,81,19.34,174.06,174.06
ankle pant two soft,90071731_0,14,96,165,252.8,252.8,353.92
ankle pants beige crepe,89644375_0,18,26,58,122.04,366.12,366.12
ankle pants black crepe,89497294_0,187,230,342,3685.3,3685.3,5030.3
ankle pants black drawstring,89559861_0,9,39,198,169.44,254.16,254.16
ankle pants black side-zip,89411475_0,60,84,128,963.03,1229.4,1229.4
ankle pants blue courtney,88276709_0,18,40,82,525.96,525.96,525.96
ankle pants blue slim,87879462_0,30,63,65,469.62,756.61,782.7
ankle pants crepe beige,89644375_0,164,244,277,2278.08,2481.48,3335.76
ankle pants drawstring black,89559861_0,26,46,88,734.24,734.24,734.24
ankle pants hampton printed,88765931_0,59,38,50,544.6,544.6,918.04
ankle pants jamie flared,89232757_0,13,77,118,98.4,255.84,255.84
ankle pants natural straight,89878650_1,55,98,159,78.96,894.88,1447.6
ankle pants printed blue,88882599_0,27,40,60,359.1,359.1,538.65
ankle pants printed cuffed,88765931_0,17,65,73,124.48,124.48,264.52
ankle pants red cropped,89402796_0,30,33,101,817.2,817.2,817.2
ankle pants slim radio,90268095_0,25,94,174,332.67,639.75,639.75
ankle pants stretch wool,90196188_0,99,85,172,1622.4,1622.4,2676.96
ankle pants white cuffed,88160762_0,42,133,197,231.6,810.6,1215.9
ankle pants white jamie,89357482_0,30,90,91,15.1,453.0,453.0
ankle petite pants ponte,90235305_0,35,99,114,115.6,1011.5,1011.5
ankle petites pants black,90360888_0,36,39,162,456.12,456.12,781.92
ankle pink pants length,90401587_0,60,99,169,1290.6,1290.6,1290.6
ankle ponte blue skinny,90279206_0,29,99,143,101.4,324.48,588.12
ankle ponte pants petite,90235305_0,63,50,119,1098.2,1098.2,1820.7
ankle print pant sloan-fit,89733681_0,16,23,181,0.0,461.6,461.6
ankle printed cuffed hampton,88765931_0,32,120,167,357.88,357.88,497.92
ankle printed pants blue,88882599_0,8,31,80,159.6,159.6,159.6
ankle pull-on venezia beige,70807255_1,9,62,83,0.0,190.08,190.08
ankle pull-on venezia slit,70807255_1,20,27,62,232.32,232.32,422.4
ankle red cropped pants,89402796_0,69,113,118,435.84,1879.56,1879.56
ankle red pant print,89733681_0,40,50,168,692.4,778.95,1154.0
ankle relaxed jamie stretch,88752057_0,16,27,142,141.06,141.06,376.16
ankle ruched pants soft,90401615_0,47,43,165,682.08,682.08,1335.74
ankle side perfect gray,83335719_0,9,39,181,69.48,69.48,156.33
ankle side pink zip,89456650_0,27,53,55,588.6,588.6,588.6
ankle side-zip tummy control,88227773_0,65,116,178,923.4,923.4,1667.25
ankle simone blue slim,72503983_0,247,151,170,2909.04,2909.04,5794.62
ankle simone slim pants,72503983_0,87,128,143,2041.02,2041.02,2041.02
ankle size plus black,90359739_0,32,36,60,397.29,397.29,669.12
ankle size plus pants,90359739_0,24,46,194,292.74,292.74,501.84
ankle skinnylicious pant white,88091968_0,7,30,127,116.04,116.04,135.38
ankle slim black stretch,89430339_0,10,73,133,177.3,177.3,177.3
ankle slim blue pants,87879462_0,50,92,133,208.72,1304.5,1304.5
ankle slim pants blue,87879462_0,27,69,103,600.07,704.43,704.43
ankle slim radio blue,90268095_0,34,64,119,588.57,588.57,870.06
ankle slim-leg pants natural,91062915_0,17,42,102,451.18,451.18,451.18
ankle slouchy black pants,89780046_0,35,144,162,626.5,626.5,626.5
ankle straight natural knit,89878650_1,10,70,109,131.6,131.6,263.2
ankle stretch cotton pants,89456650_0,16,25,76,261.6,261.6,348.8
ankle stretch pants white,89142271_0,15,51,91,305.11,352.05,352.05
ankle stretch relaxed beige,89399399_1,10,24,148,248.7,248.7,248.7
ankle stretch-twill skinny natural,90440260_0,16,43,66,146.34,260.16,260.16
ankle tiluna stretch woven,87620395_0,18,39,88,170.72,279.36,279.36
ankle twill white pants,89471017_0,24,29,197,400.08,400.08,400.08
ankle venezia slit pant,70807255_1,12,25,155,21.12,253.44,253.44
